,Name,Id,Year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
168,Wasted On You,3cBsEDNhFI9E82vPj3kvi3,2021,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0
169,New Year Raindrops,7oMfF58drUVfqVZlqyGADt,2021,0.146,0.999,0,-25.266,1,0.0417,0.94,0.745,0.978,1e-05,66.706
170,Please,3zWR0zS9p39c0FVkYkHfVF,2021,0.677,0.634,7,-6.231,1,0.335,0.228,0.0,0.131,0.496,90.268
171,New Year Raindrops,1HwEXy09MdV6ijpj97kIc4,2021,0.146,0.999,0,-25.266,1,0.0417,0.94,0.745,0.978,1e-05,66.706
172,Richer (feat. Polo G),7HsjuVBM93Z2RoxjpWLgTT,2021,0.726,0.411,1,-12.929,1,0.0671,0.438,0.0,0.087,0.734,137.905
173,"Ohne Sorgen, Polka schnell, Op. 271",5Sc05HxzSAEKPSkwaXSmQ9,2021,0.4,0.547,0,-12.044,1,0.0467,0.891,0.63,0.0663,0.857,166.178
174,p u n c h i n ‘ . t h e . c l o c k,57ZUX6TNyKLBydAdVVd02x,2021,0.769,0.74,11,-6.579,0,0.378,0.197,0.0,0.171,0.692,94.104
175,In Saus und Braus,4c2QQx5DLH7jh4pO2DWZNW,2021,0.634,0.402,5,-12.934,1,0.0347,0.938,0.66,0.21,0.949,84.487
176,If You Want To,1EXRmdtTA2IEnYGiuw9plD,2021,0.795,0.599,6,-7.819,1,0.123,0.0414,0.0,0.193,0.351,97.033
177,Neujahrsgruß / New Year's Address / Allocution du Nouvel An,55VqxXi21UxYikKbrMXv54,2021,0.711,0.0983,1,-28.235,1,0.899,0.778,0.0,0.62,0.359,111.518
178,Make It Out,6h4JuOPlHFYpHPIEmBwbus,2021,0.635,0.591,1,-6.588,1,0.839,0.0248,0.0,0.0812,0.0781,84.747
179,Kings & Queens (Cardio + Running Workout Mix),5AismxfhycOrAUgsXlnGRm,2021,0.665,0.87,1,-7.622,0,0.065,0.0371,0.0511,0.182,0.884,139.991
180,Bruised Up,31murAnT3JbrHlOy7smT8b,2021,0.586,0.682,4,-4.659,0,0.27,0.134,0.0,0.117,0.105,120.455
181,Merry Christmas and Happy New Year 2021 - Radio Edit,7h7yPyss4MIBVPXVeF83vg,2021,0.887,0.633,8,-10.453,1,0.066,0.0629,0.922,0.0637,0.849,130.023
182,Chasing After You (with Maren Morris),1ZIKpMTRPqhwAoVXWY3tXI,2021,0.596,0.679,4,-6.395,1,0.0394,0.723,0.0,0.116,0.479,131.912
183,If You're Over Me,3PvBYnxGQIFlywSYZ70nQ7,2021,0.631,0.853,8,-4.514,1,0.0912,0.0622,0.0,0.0603,0.614,103.834
184,Lean Wit Me,3lBJmfJH5JQbiy4GCoAuTy,2021,0.665,0.651,1,-5.515,1,0.151,0.0414,0.0,0.0896,0.239,163.94
185,The Golden Age,3PL0nJgLfgwNLMhyEQlL3D,2021,0.332,0.682,5,-10.48,0,0.0568,0.0249,0.85,0.361,0.165,139.951
186,Wasted (feat. Lil Uzi Vert),6u9vma5qSxmTeFs3yZpKn2,2021,0.741,0.579,0,-5.024,1,0.203,0.0381,0.0,0.0952,0.501,144.994
187,Another Life,1C9VpBEN2Jzmz2AH9NhnOA,2021,0.549,0.65,0,-9.265,1,0.0414,0.0152,0.603,0.468,0.234,151.886
188,Tell Em,7nc7mlSdWYeFom84zZ8Wr8,2021,0.672,0.717,5,-7.476,1,0.226,0.103,0.0,0.398,0.473,157.905
189,"Venetianer-Galopp, Op. 74",2JiapUhhbwvqJzA8WmNV4N,2021,0.559,0.336,11,-16.448,1,0.0457,0.739,0.248,0.115,0.645,79.348
190,All Girls Are The Same,0CbqkUYwQgwzwPsQYO3pHv,2021,0.673,0.529,0,-7.226,1,0.306,0.0769,0.000338,0.0856,0.203,161.991
191,"Furioso-Polka, Op. 260",1rPAhbzCFmEKI1CwWz8L30,2021,0.386,0.602,11,-13.88,1,0.0658,0.873,0.919,0.0744,0.406,167.765
192,Glad You Exist,472vIK1ldetTxRxG3ovaiY,2021,0.748,0.551,11,-6.12,1,0.0349,0.235,0.0,0.119,0.66,103.953
193,"Stürmisch in Lieb' und Tanz, Polka schnell, Op. 393",3pFONpfEqLegAj6klDDQFM,2021,0.391,0.45,5,-14.744,1,0.0587,0.901,0.379,0.0793,0.609,170.232
194,I'm Still,7pLPwzZdSI5NPUXcFfOiVY,2021,0.631,0.672,11,-4.583,1,0.0347,0.0811,0.0,0.154,0.287,119.947
195,"Margherita-Polka, Op. 244",731HF4LtmtLXg5uBmrZU2R,2021,0.435,0.164,9,-17.914,1,0.0399,0.967,0.858,0.182,0.755,174.336
196,Used To,0TE07wlCX4w1sSSxkDUg7w,2021,0.631,0.709,2,-4.666,1,0.0505,0.0963,0.0,0.376,0.202,84.504
197,"Im Krapfenwald'l, Polka française, Op. 336",20X3HiWyrMgsLMQYxdeWap,2021,0.503,0.147,11,-20.073,1,0.0545,0.961,0.473,0.0852,0.447,89.08
198,Candles,5zhrNkDcKAbiI3boCxS3gc,2021,0.715,0.575,7,-6.234,1,0.0827,0.372,0.0,0.174,0.332,157.002
199,Spirited Ambiance for 2021,3ZvovH4vHG367zD4pwXa4p,2021,0.91,0.0236,5,-19.778,0,0.383,0.991,0.824,0.0964,0.0568,120.021
200,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",6uvMKqNlrSvcC4NaKnrwjZ,2021,0.883,0.674,11,-8.043,0,0.357,0.21,0.0,0.0678,0.73,141.02
201,Friendly Backdrops for 2021,3pJjUciuQ7ArEEQ8fTGm2S,2021,0.687,0.0193,2,-20.763,0,0.113,0.987,0.909,0.113,0.12,104.933
202,Scared Of Love,5dI3V6L3bOb81UtdhXQPg7,2021,0.642,0.564,11,-4.847,0,0.0792,0.0317,0.0,0.168,0.177,158.001
203,Jazz Piano Soundtrack for 2021,55eMKwKi9afI9eNDovuMPa,2021,0.709,0.0219,0,-19.797,1,0.233,0.993,0.877,0.0868,0.081,79.36
204,Black & White,1FCFImlwCiQdxvq3d4GAZH,2021,0.774,0.734,7,-4.634,1,0.245,0.082,0.0,0.168,0.249,148.03
205,Number One Ambience for 2021,61lYjBOuvruLRo6DTt6nvH,2021,0.561,0.0175,3,-20.792,1,0.0787,0.991,0.912,0.0935,0.127,79.94
206,I'll Be Fine,3vZWCJ96DkfL2T7Cd2pfGA,2021,0.523,0.678,8,-6.072,1,0.0691,0.000616,0.0,0.142,0.277,159.909
207,Bang! (Cardio + Running Workout Mix),5rEjKaIQZLrD58PNpCXou6,2021,0.772,0.676,1,-9.38,0,0.122,0.000966,0.000719,0.0277,0.958,139.983
208,Hurt Me,6exleWnnzaUxbhs4CbH4vM,2021,0.62,0.452,6,-7.623,1,0.169,0.127,0.0,0.373,0.296,156.906
209,Last Year,7qzF2z1R1YQc5BhZPefFC0,2021,0.765,0.0145,5,-13.783,0,0.0754,0.964,0.931,0.0915,0.493,77.934
210,End Of The Road,3c5xIVqpRMHZ06ZS03egmF,2021,0.372,0.714,1,-5.832,0,0.0862,0.0579,0.0,0.114,0.3,109.977
211,Too Many Years - Live - Early Show,00ZVosTjoBiBNuk6gwXU7v,2021,0.398,0.374,9,-13.9,1,0.0358,0.857,0.266,0.41,0.439,96.814
212,Long Gone,1YUbgjTKDnFrbsdcCXFfxU,2021,0.794,0.458,7,-7.404,1,0.0942,0.208,7.17e-06,0.12,0.255,149.033
213,Let Me Love You (Until You Learn To Love Yourself),7wZuDbQw9JY9g5I9923Ohd,2021,0.558,0.78,5,-4.552,1,0.0523,0.285,0.0,0.473,0.189,124.745
214,Betrayal - Skit,4g6QyBXTifPxRRkG80a7p4,2021,0.549,0.476,11,-18.382,1,0.594,0.786,3.94e-06,0.939,0.259,92.432
215,Dynamite (Cardio + Running Workout Mix),57rSgovzvnDRUxx3S8vptn,2021,0.744,0.568,9,-5.679,1,0.195,0.00176,0.00161,0.0539,0.825,139.981
216,h u n g e r . o n . h i l l s i d e (with Bas),5BwQjRasNcdRPuVWKcHto2,2021,0.563,0.703,2,-5.756,1,0.0702,0.126,0.0,0.213,0.294,94.983
217,Dance Monkey (Cardio + Running Workout Mix),3l0kXPzghY1QBFEjTCFBGE,2021,0.721,0.644,6,-8.318,0,0.0737,0.0026,0.703,0.0688,0.881,141.995
218,Lucid Dreams,3FqBAMcuDsnclgwzoFd9d3,2021,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903
219,Holy (Cardio + Running Workout Mix),5cPGbdhn8f2g93ahuZeHok,2021,0.562,0.723,10,-7.653,0,0.0298,0.000329,0.459,0.402,0.451,139.918
220,Intro,7C7a42jkuYz4lzVhZuwKZI,2021,0.557,0.386,2,-13.644,1,0.147,0.931,7.31e-05,0.604,0.821,75.775
221,Positions (Cardio + Running Workout Mix),5bDJ6hZrlU3Ao8vKXTOqIq,2021,0.686,0.749,11,-7.18,1,0.0656,0.00986,0.0846,0.0501,0.898,139.998
222,Karma - Skit,30fbS4JTqTphRg2UPn1yyj,2021,0.614,0.221,2,-18.172,1,0.177,0.937,0.000123,0.582,0.659,90.851
223,Midnight Sky (Cardio + Running Workout Mix),6Idum5xZGpi5XtdaaYijda,2021,0.729,0.828,9,-5.144,0,0.0458,0.00335,0.0184,0.0446,0.86,139.996
224,What You Need,6LcX2hBbXaJcK4AuefE936,2021,0.664,0.655,10,-7.327,0,0.0461,0.059,2.4e-05,0.17,0.13,129.987
225,Wonder (Cardio + Running Workout Mix),3SupNkFBy6hvWhVAbChcnc,2021,0.709,0.918,1,-6.5,0,0.0755,0.0622,0.27,0.0699,0.877,139.994
226,Intentions,02nYNnGbkLM47Tx3u5Qd0R,2021,0.813,0.554,9,-6.631,1,0.0544,0.315,0.0,0.105,0.86,148.011
227,Savage Love (Cardio + Running Workout Mix),6kpeYM77vAAlw7dYY0g0Om,2021,0.813,0.716,10,-5.376,0,0.13,0.0386,1.23e-05,0.0798,0.91,149.956
228,Hold On,0DYPwpCXoHXcum8kf39MnM,2021,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
229,Theravada Meditation,69qCyRWc6wdHfkGtGIW8rE,2021,0.577,0.464,6,-17.795,0,0.0388,0.95,0.966,0.0713,0.561,155.921
230,Anyone,0fS8hrFVAbYfKsqnOQ96EW,2021,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884
231,Happy New Year 2021 - Instrumental,05l9VYIDq7lYaAw6HxQBVl,2021,0.862,0.541,6,-7.846,1,0.263,0.0674,0.708,0.0852,0.802,141.089
232,Love Me,0gZhiT6ZJztPNAyqJaWj5D,2021,0.728,0.869,3,-3.319,1,0.061,0.00939,0.0,0.281,0.631,124.954
233,Talkin’ to You,6E9PnUSiYkcBFYBvQNsTTw,2021,0.597,0.736,2,-3.542,1,0.0421,0.00284,3.94e-06,0.0845,0.756,95.031
234,Anyone,11cm8SQIspuSDsW96kkUuA,2021,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884
235,2021,0xUAbAov8hiYihtJ8kVsMH,2021,0.669,0.243,8,-15.027,1,0.152,0.448,0.0,0.061,0.523,158.015
236,Love Me,1TcqF1U9Wm3A669Q8GNg2J,2021,0.728,0.869,3,-3.319,1,0.061,0.00939,0.0,0.281,0.631,124.954
237,Best I Can Do,2A0rT5KgnVWJuFY455etSo,2021,0.662,0.551,4,-9.751,0,0.122,0.801,0.926,0.131,0.274,66.519
238,Anyone,1wI72LSVQ8TnOIs5nxzgdv,2021,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884
239,Etched,6QuOys0yAV9sQo1epby4sj,2021,0.642,0.574,4,-7.353,0,0.0291,0.893,0.873,0.186,0.0519,79.994
240,Holy,2ra6wwQYAKVsZyoXiAAQKh,2021,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919
241,Jupiter - 2021 Rebuild,0BryN3TZQSpsZnAo3VD40g,2021,0.577,0.965,1,-4.263,1,0.0456,0.000784,0.9,0.153,0.633,159.544
242,Company,2x6Sqgvi1LTZzRnn1IK6zh,2021,0.58,0.79,4,-4.9,0,0.0622,0.118,0.0,0.0765,0.416,95.001
243,Tatort - 2021 Remastered,7mxj72bkFOtNlPKaBwRrB4,2021,0.533,0.794,0,-9.614,1,0.0325,0.00031,0.878,0.353,0.778,123.989
244,Love Me,3587TsHxBwaLveTcu68vVt,2021,0.728,0.869,3,-3.319,1,0.061,0.00939,0.0,0.281,0.631,124.954
245,At Sunset,5KrWZJqteSTUpoHmY84G4d,2021,0.192,0.145,1,-23.367,1,0.0421,0.946,0.929,0.164,0.0395,113.445
246,Intentions,3RwPqKYQpYcvmx9YFoCCGm,2021,0.813,0.554,9,-6.631,1,0.0544,0.315,0.0,0.105,0.86,148.011
247,Guardian of the Sea,6mpvRPFvsWWn326jiYhVJw,2021,0.21,0.00405,1,-26.079,1,0.0438,0.845,0.924,0.113,0.0337,76.501
248,Love Yourself,3acN2t6e9hYnLKgXKTDwRF,2021,0.759,0.401,4,-8.999,1,0.259,0.86,0.0,0.299,0.576,100.126
249,Fifteen Days,7MyQFM9GMzgm7SIZtKBSEe,2021,0.618,0.595,1,-13.807,1,0.0275,0.361,0.00741,0.079,0.841,124.808
250,Lonely,3pWkgFK8BT1RuPaXxVGwRW,2021,0.619,0.241,11,-7.102,0,0.046,0.9,0.0,0.116,0.0719,79.461
251,Prosperity,1RquzdH44f8SFNTX4Uw6Z1,2021,0.807,0.0369,7,-13.781,1,0.0824,0.987,0.834,0.22,0.217,80.076
252,Hold On,4IMlLE6oH9nqPbvYN2fcPE,2021,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
253,Family Harmony,0Vu9He5H5GTXcKDtDNzLt0,2021,0.698,0.0195,11,-14.779,1,0.0486,0.979,0.852,0.0641,0.243,75.035
254,Hold On,4tSu3xmJoedA4muE4jtev3,2021,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98
255,Colorful Lights,7fro6vyclNNvph6Hp3AYMt,2021,0.775,0.0233,6,-17.366,1,0.043,0.983,0.787,0.0656,0.568,80.021
256,Love Me,4zv4tTa9VGjLgjDlXmmQJz,2021,0.728,0.869,3,-3.319,1,0.061,0.00939,0.0,0.281,0.631,124.954
257,Dance of Paper Dragons,2ZkzI5LM54WLTsrfkffAo8,2021,0.571,0.363,0,-16.512,1,0.032,0.223,0.588,0.108,0.281,122.647
258,Intentions,53orJIILi9c5r2n89wtmoy,2021,0.813,0.554,9,-6.631,1,0.0544,0.315,0.0,0.105,0.86,148.011
259,Orange Longevity,4CVT9nLKOZYezNHkyywnRN,2021,0.763,0.0256,11,-18.508,1,0.0732,0.994,0.924,0.0693,0.331,74.944
260,Purpose,5j6QTO9k85C7PSQ4auKFtG,2021,0.481,0.285,0,-10.848,1,0.0424,0.9,0.0,0.123,0.316,130.021
261,Heart of Nature,6IokAreSLb7my5A6YgSYyQ,2021,0.243,0.28,4,-15.89,1,0.0428,0.00331,0.12,0.192,0.158,102.666
262,Yummy,5ovaoDEV5lBooFj2qzjo7e,2021,0.677,0.506,9,-6.652,0,0.0964,0.345,0.0,0.118,0.497,145.843
263,Beauty of the Lotus,1h7ZM2aWhaUBos7P0Fs0OJ,2021,0.649,0.0187,3,-21.098,0,0.0621,0.993,0.917,0.0814,0.662,80.015
264,Sorry,6CpbyPJoCxYqMupczd8f3b,2021,0.679,0.748,0,-3.624,0,0.0385,0.0878,0.0,0.299,0.438,100.035
265,Laba Soup,4A9UXaikbiWeGtjFXCVpZI,2021,0.76,0.032,3,-13.463,1,0.0793,0.927,0.951,0.0763,0.621,82.057
266,Love Yourself,6Tzw8aiubDULpnSUIjDfJb,2021,0.759,0.401,4,-8.999,1,0.259,0.86,0.0,0.299,0.576,100.126
267,On the Feast of Spring,4cFLnfrFWucUdXvhiaZZ6p,2021,0.663,0.0801,7,-14.87,0,0.0389,0.807,0.00668,0.0902,0.154,81.997
268,Holy,6UhejeTgmG2NRdXDwEykbv,2021,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919
269,Away From the Crowds,5wfONZXHCFSlfk6C1rNgOZ,2021,0.297,0.263,5,-21.674,1,0.0585,0.0118,0.619,0.554,0.048,98.099
270,Love Me,6gPzOkr9zrrTrIDoG80SyC,2021,0.728,0.869,3,-3.319,1,0.061,0.00939,0.0,0.281,0.631,124.954
271,Twenty Years,1AEWNXVXZzmjM3AMqwJ2Iu,2021,0.309,0.626,8,-7.77,0,0.0427,0.0537,5.96e-05,0.0427,0.608,76.58
272,Beauty And A Beat,7JD3yi7x5tLMYSbUUEHhD2,2021,0.6,0.839,0,-4.839,1,0.0597,0.00067,3e-05,0.0666,0.533,128.009
273,Rain on Me (Cardio + Running Workout Mix),3YCKr4hl75dPa0s1aEFrtN,2021,0.681,0.855,1,-5.16,0,0.105,0.011,0.000121,0.0647,0.912,142.0
274,Catching Feelings,7kd2PSjVEwuefHqABLbDXZ,2021,0.325,0.541,3,-6.665,1,0.0414,0.353,0.0,0.35,0.363,85.169
275,Don't Start Now (Cardio + Running Workout Mix),0loStgq3ZTyTqxG41D4HIG,2021,0.734,0.777,8,-4.954,1,0.149,0.00396,0.125,0.0354,0.965,141.958
276,Slumber Party (feat. Princess Nokia),11ZulcYY4lowvcQm4oe3VJ,2021,0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012
277,Breaking Me (Cardio + Running Workout Mix),16d4SmtqHcZLvLjZxF4doc,2021,0.732,0.734,6,-6.127,0,0.157,0.00248,1.83e-05,0.0204,0.929,143.967
278,Killer (feat. Jack Harlow & Cordae) - Remix,7zl7kehxesNEo2pYkKXTSe,2021,0.924,0.73,11,-6.125,0,0.274,0.0525,0.0,0.113,0.848,99.01
279,Levitating (Cardio + Running Workout Mix),2eamEDqwC14nldjyUQXeAp,2021,0.641,0.787,11,-6.099,0,0.0706,0.00252,0.00735,0.0746,0.863,141.965
280,Botella Tras Botella,2MnLkFqY9Rpg9s3Zv6ZJdK,2021,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891
281,Memories (Cardio + Running Workout Mix),4P6AmXmdBRejPAOEAcMyn7,2021,0.79,0.907,11,-6.007,1,0.0756,0.0436,0.0207,0.0499,0.984,139.968
282,Voice of the Heroes,76TdbFXIck9C5IjDy2J2ia,2021,0.755,0.666,0,-6.853,1,0.244,0.163,0.0,0.183,0.291,83.004
283,Watermelon Sugar (Cardio + Running Workout Mix),6IXIH9tCXSCIszopK22TX4,2021,0.72,0.88,7,-5.462,1,0.146,0.00204,0.0118,0.036,0.832,144.026
284,Hats Off (feat. Travis Scott),3M7iNNiHSYpU0SYydq66Ph,2021,0.809,0.64,9,-5.183,1,0.202,0.141,0.0,0.14,0.188,134.017
285,ily (i love you baby) Cardio + Running Workout Mix],3Bbcv3oDNCR0RQuvAsC0al,2021,0.759,0.502,11,-10.944,0,0.041,0.000264,0.0121,0.0648,0.962,131.97
286,2040,0rO3ielOH8mHExWIVmycif,2021,0.751,0.703,11,-4.111,1,0.115,0.044,0.0,0.112,0.268,149.994
287,Lose Somebody (Cardio + Running Workout Mix),5pYC8zTExjCyNebvmrXIij,2021,0.618,0.533,1,-6.628,1,0.0718,0.0217,0.0,0.0811,0.889,159.967
288,Still Runnin (feat. Meek Mill),0MTfD7eI2gYacnsZYjGShn,2021,0.866,0.717,2,-5.692,1,0.288,0.0132,0.0,0.109,0.277,146.049
289,Come & Go (Cardio + Running Workout Mix),1CvDy4T7biVLz8uxrQ8J81,2021,0.556,0.815,0,-7.482,1,0.0463,0.00495,0.17,0.0322,0.931,159.988
290,Who I Want,7xR1Hu1wTliHrb75Dcs9Yd,2021,0.765,0.57,10,-5.085,0,0.0984,0.14,0.0,0.103,0.806,146.157
291,Asian Vibe,5w8tgIWyZSpK70HHJjjlsA,2021,0.236,0.218,2,-26.432,0,0.0814,0.969,0.00405,0.399,0.039,93.498
292,How It Feels,0W7UiijWhwD3jDO3zCrMqt,2021,0.786,0.629,11,-5.885,0,0.134,0.00899,0.0,0.132,0.472,104.012
293,Concentration and Focus,3bFUgYgGPoORsMHMtgtDVO,2021,0.705,0.121,4,-11.255,1,0.131,0.976,0.954,0.0739,0.773,78.031
294,Voice of the Heroes,5lpSfB1qZ2ysIl9dLmWA5C,2021,0.754,0.662,0,-6.851,1,0.244,0.162,0.0,0.164,0.29,83.0
295,New Years Eve,2JovPrtWdFFPKtX7Nyhi0a,2021,0.652,0.486,5,-10.448,1,0.0297,0.281,0.933,0.0869,0.477,129.936
296,Rich Off Pain (feat. Rod Wave),5AdrCr302B3LsJFqA6a2Ro,2021,0.493,0.597,4,-6.589,1,0.315,0.073,0.0,0.216,0.135,85.786
297,Incredible New Years Resolutions,3YOBlzV4i2E3X1EdE1o0pP,2021,0.805,0.012,10,-20.928,1,0.0867,0.991,0.921,0.0899,0.104,100.612
298,Still Hood,3wzKIKWRFljML21LPLQiYg,2021,0.758,0.675,1,-6.077,1,0.191,0.0511,0.0,0.134,0.185,137.934
299,Magic New Year - Version 1,5AbmKND6U53QrWJUrfC4YT,2021,0.477,0.845,0,-11.146,1,0.0388,0.697,0.988,0.0263,0.161,80.01
300,Man of my Word,4OAm5Jg810h3ujA7yrPNus,2021,0.777,0.613,1,-5.937,1,0.191,0.0311,0.0,0.181,0.0901,136.055
301,Once in China,1gHbiQOW1vrKox4TouA4fC,2021,0.166,0.0518,7,-26.833,0,0.0387,0.927,0.898,0.0907,0.0369,77.57
302,Lying,52j9wA5AYSgLzdzb4HJJsN,2021,0.745,0.877,10,-4.283,0,0.294,0.186,0.0,0.125,0.526,159.073
303,Beautiful Chinese Morning,20jze4eITAh3wXfk1O5cmX,2021,0.484,0.0754,4,-25.299,0,0.0309,0.953,0.974,0.119,0.406,77.982
304,Medical,1CDUkMkh0QnGO7pDOjbzbS,2021,0.774,0.809,2,-4.682,1,0.402,0.0605,0.0,0.119,0.488,77.969
305,Het Duurt Nu Al Een Jaar (What's Another Year),6Ib3shbhEufj0brhIcymuV,2021,0.317,0.664,2,-7.73,0,0.0379,0.169,1.53e-05,0.589,0.148,98.934
306,Okay,5fMuKTw3mPzenQuMJCc33L,2021,0.897,0.68,11,-5.426,0,0.321,0.111,0.0,0.111,0.217,134.02
307,Friendly Jazz Piano Solo - Vibe for New Years Resolutions,1f6VxCiiAmzOpcXXo74vX4,2021,0.783,0.0215,0,-19.725,1,0.086,0.987,0.883,0.0656,0.141,79.981
308,That's Facts,0QOAAoVrl0Px4te2k3kHGM,2021,0.885,0.578,1,-4.684,1,0.318,0.0768,0.0,0.0662,0.844,137.016
309,King,3FppgRzM3Jq6TGUQGCjsHk,2021,0.559,0.837,4,-4.062,0,0.0391,0.0617,0.0,0.393,0.446,119.958
310,Please,1nelNEITNKgXnGCrIQT1Se,2021,0.696,0.591,7,-6.318,1,0.344,0.237,0.0,0.196,0.544,90.168
311,Cinderella,2t53kz6w6UfDogTk31RSuS,2021,0.494,0.697,10,-7.846,0,0.306,0.274,0.0,0.11,0.226,129.503
312,Up The Side (feat. Young Thug),14DYM0VFB6LkhGOeAk2aNu,2021,0.734,0.55,5,-9.848,0,0.102,0.0298,0.0,0.15,0.307,80.02
313,"Relax, Take It Easy",6XeXouPlZ5JF31KSQIwqu0,2021,0.677,0.794,6,-5.12,0,0.0275,0.0137,0.00574,0.0874,0.864,121.97
314,If You Want To,7CAk05Fe8ufN8Uw2LoFR5i,2021,0.807,0.599,6,-7.92,1,0.155,0.0503,0.0,0.175,0.353,97.037
315,What Lovers Do,24mNMaxyc5gwumgdKox025,2021,0.797,0.605,5,-5.123,0,0.0578,0.0827,3.44e-06,0.124,0.448,110.024
316,Make It Out,38BS70tbmPiebJYq0Biybh,2021,0.694,0.603,1,-6.599,1,0.78,0.0197,0.0,0.0865,0.0997,82.614
317,Heather,2kQwJaH0NQZ7BRxe1SfctM,2021,0.499,0.306,5,-10.804,1,0.0286,0.634,0.0,0.268,0.164,138.011
318,Bruised Up,5iYpKcFdNf0EqoZMTyBpsQ,2021,0.553,0.675,4,-4.657,0,0.258,0.133,0.0,0.118,0.0964,172.447
319,Just Dance,3eMhCTIYsK4pVMWPEnDQ2D,2021,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43e-05,0.166,0.699,118.976
320,Masterpiece,26UxwWl9xCb83OynXELJcL,2021,0.781,0.726,0,-4.213,1,0.0836,0.0299,0.0,0.093,0.436,139.988
321,Breathe,56CtxUatjZ8401P0ezdUhs,2021,0.724,0.734,11,-5.539,0,0.0383,0.0249,0.000325,0.127,0.673,125.993
322,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4cG7HUWYHBV6R6tHn1gxrl,2021,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98
323,A Aa E Ee,2ufnIiDkxOdM8zKrN96kmv,2021,0.899,0.533,0,-5.659,0,0.0855,0.518,4.05e-06,0.109,0.549,100.206
324,t h e . c l i m b . b a c k,5lLNBIyjp72btcnrjBG751,2021,0.618,0.632,11,-6.973,1,0.346,0.0526,0.0,0.353,0.319,81.446
325,君の知らない世界へ,05SdYXG3czjV464VA8kudn,2021,0.325,0.811,7,-3.93,0,0.0882,0.166,0.0,0.25,0.314,146.983
326,Real As It Gets (feat. EST Gee),7eX3um6NpOQKWJMGCi97XD,2021,0.779,0.705,6,-5.891,0,0.163,0.00471,0.0,0.0971,0.196,140.005
327,Good Beginning,6leb9or4PGNf12AlWQSt8Z,2021,0.72,0.0985,2,-13.84,1,0.173,0.949,0.916,0.064,0.51,150.051
328,WITHOUT YOU (with Miley Cyrus),1EHUQesfVKwbthtNcpBi9g,2021,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56
329,Lose You to Love Me (Cardio + Running Workout Mix),0F3p2uWxXVbEmyC6DBjzfY,2021,0.577,0.879,1,-4.58,0,0.0344,0.000341,0.578,0.0946,0.958,140.841
330,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",2IePEfMAtqWS6rLXXFZIgI,2021,0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997
331,You Need to Calm Down (Cardio + Running Workout Mix),0wz05PSwSX8kRuhHYtEHeK,2021,0.686,0.871,7,-3.964,0,0.0403,0.00309,0.000255,0.0484,0.966,144.992
332,100 MILLONES,4Ixc50wY5pbUvNEogTQ2wL,2021,0.808,0.559,1,-6.936,1,0.452,0.133,6.57e-06,0.0966,0.48,169.103
333,Million Reasons (Cardio + Running Workout Mix),5wmj2D8IFNQ8TyZzX5aFE7,2021,0.623,0.757,0,-6.045,1,0.0486,0.00125,0.000324,0.125,0.537,144.993
334,Sand In My Boots,0uRrG2jRR5tuifsYIJHEao,2021,0.403,0.537,3,-6.628,1,0.031,0.59,0.0,0.112,0.414,69.877
335,Someone You Loved (Cardio + Running Workout Mix),7Aolz5KHEk6RPDIrwHU7R1,2021,0.782,0.648,2,-6.648,1,0.0568,0.0542,0.000339,0.0819,0.767,146.041
336,Final Warning,3LVcKphzONOdQ2EATazlZq,2021,0.847,0.912,11,-3.129,1,0.257,0.0781,0.0,0.142,0.88,81.486
337,Dancing with a Stranger (Cardio + Running Workout Mix),0KLLOjxDm0ZWgDb3KGDfNR,2021,0.618,0.939,8,-2.895,1,0.0916,0.00303,0.35,0.03,0.965,142.729
338,Time Today,0YrKSfpvflYnLSBd4Jtu6J,2021,0.912,0.608,1,-7.686,1,0.397,0.0458,0.0,0.248,0.327,136.994
